dataset,condition,seed,corruption,severity,clean_bacc,corrupted_bacc,corrupted_error,BE,rBE,rBE_valid,alexnet_error,rBE_denominator
pneumonia,scratch,0,contrast_up,5,0.808974358974359,0.8397435897435898,0.16025641025641024,1.7659192825112113,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,1,contrast_up,1,0.8247863247863247,0.8333333333333334,0.16666666666666663,1.595515695067265,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,1,contrast_up,2,0.8247863247863247,0.8457264957264957,0.15427350427350428,1.595515695067265,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,1,contrast_up,3,0.8247863247863247,0.852991452991453,0.14700854700854704,1.595515695067265,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,1,contrast_up,4,0.8247863247863247,0.8495726495726496,0.15042735042735045,1.595515695067265,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,1,contrast_up,5,0.8247863247863247,0.8581196581196582,0.14188034188034182,1.595515695067265,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,2,contrast_up,1,0.7790598290598291,0.8158119658119658,0.1841880341880342,1.5946188340807181,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,2,contrast_up,2,0.7790598290598291,0.8401709401709401,0.15982905982905993,1.5946188340807181,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,2,contrast_up,3,0.7790598290598291,0.855982905982906,0.14401709401709395,1.5946188340807181,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,2,contrast_up,4,0.7790598290598291,0.8606837606837607,0.13931623931623927,1.5946188340807181,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,2,contrast_up,5,0.7790598290598291,0.8675213675213675,0.13247863247863245,1.5946188340807181,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,3,contrast_up,1,0.8196581196581196,0.8367521367521368,0.16324786324786322,1.5210762331838568,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,3,contrast_up,2,0.8196581196581196,0.8547008547008548,0.14529914529914523,1.5210762331838568,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,3,contrast_up,3,0.8196581196581196,0.858974358974359,0.14102564102564097,1.5210762331838568,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,3,contrast_up,4,0.8196581196581196,0.8696581196581197,0.13034188034188032,1.5210762331838568,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,3,contrast_up,5,0.8196581196581196,0.8551282051282051,0.1448717948717949,1.5210762331838568,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,4,contrast_up,1,0.8111111111111111,0.8474358974358975,0.15256410256410247,1.3390134529147988,,False,0.09529914529914527,-0.005555555555555564
pneumonia,scratch,4,contrast_up,2,0.8111111111111111,0.8662393162393163,0.13376068376068373,1.3390134529147988,,False,0.09529914529914527,-0.005555555555555564
