fraction,mean_gap,ci_low,ci_high
1.0,0.004699964213778274,-0.0018692621651243968,0.012859292370908548
0.5,0.007895645430584852,0.006917203422678764,0.009619627287384191
0.25,0.010319504745487559,0.009038730227929892,0.011669090843618335
0.1,0.03716318129393281,0.023589775823546044,0.06086489997359501
