dataset,condition,seed,corruption,severity,clean_bacc,corrupted_bacc,corrupted_error,BE,rBE,rBE_valid,rBE_small_denominator,alexnet_error,rBE_denominator
blood,pretrained,4,pixelate,3,0.9920144566582404,0.8942024759355531,0.10579752406444687,1.4414518062139756,1.888281315169977,True,True,0.05975618949678589,0.0413869074025192
blood,pretrained,4,pixelate,4,0.9920144566582404,0.8462828179126485,0.15371718208735152,1.4414518062139756,1.888281315169977,True,True,0.05975618949678589,0.0413869074025192
blood,pretrained,4,pixelate,5,0.9920144566582404,0.8999467089004072,0.10005329109959282,1.4414518062139756,1.888281315169977,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,0,pixelate,1,0.986881642329062,0.9874555085941159,0.012544491405884095,0.26494112089054134,0.06556455470559816,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,0,pixelate,2,0.986881642329062,0.9873399751433249,0.012660024856675056,0.26494112089054134,0.06556455470559816,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,0,pixelate,3,0.986881642329062,0.9848862445144939,0.015113755485506086,0.26494112089054134,0.06556455470559816,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,0,pixelate,4,0.986881642329062,0.9809877009950306,0.01901229900496937,0.26494112089054134,0.06556455470559816,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,0,pixelate,5,0.986881642329062,0.9801712116259044,0.01982878837409563,0.26494112089054134,0.06556455470559816,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,1,pixelate,1,0.9886038123934132,0.9860919250162844,0.013908074983715601,0.3896776139905149,0.2872759160778007,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,1,pixelate,2,0.9886038123934132,0.9801697548600419,0.019830245139958125,0.3896776139905149,0.2872759160778007,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,1,pixelate,3,0.9886038123934132,0.9818585825635175,0.018141417436482454,0.3896776139905149,0.2872759160778007,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,1,pixelate,4,0.9886038123934132,0.9774692084752363,0.02253079152476367,0.3896776139905149,0.2872759160778007,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,1,pixelate,5,0.9886038123934132,0.9579822823635569,0.04201771763644313,0.3896776139905149,0.2872759160778007,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,2,pixelate,1,0.978331286151004,0.9748078329498597,0.02519216705014027,0.7481008639423208,0.5565756077258479,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,2,pixelate,2,0.978331286151004,0.9707032300191127,0.02929676998088726,0.7481008639423208,0.5565756077258479,True,True,0.05975618949678589,0.0413869074025192
blood,scratch,2,pixelate,3,0.978331286151004,0.9652393926771332,0.03476060732286679,0.7481008639423208,0.5565756077258479,True,True,0.05975618949678589,0.0413869074025192
